,IMDb,platform,fre
10038,4.7,Prime.Video,1
10039,4.4,Prime.Video,1
10040,4.6,Prime.Video,1
10041,5,Prime.Video,1
10042,6.4,Prime.Video,1
10043,5.3,Prime.Video,1
10044,5.8,Prime.Video,1
10045,5.1,Prime.Video,1
10046,5.1,Prime.Video,1
10047,5.3,Prime.Video,1
10048,5.3,Prime.Video,1
10049,7.1,Prime.Video,1
10050,6.1,Prime.Video,1
10051,5.9,Prime.Video,1
10052,3.5,Prime.Video,1
10053,5.5,Prime.Video,1
10054,4.2,Prime.Video,1
10055,7.5,Prime.Video,1
10056,7.5,Prime.Video,1
10057,5.2,Prime.Video,1
10058,5.8,Prime.Video,1
10059,4.5,Prime.Video,1
10060,4.7,Prime.Video,1
10061,6.8,Prime.Video,1
10062,6.3,Prime.Video,1
10063,4.3,Prime.Video,1
10064,5.8,Prime.Video,1
10065,5.9,Prime.Video,1
10066,6.6,Prime.Video,1
10067,4.3,Prime.Video,1
10068,6.3,Prime.Video,1
10069,5.6,Prime.Video,1
10070,7.2,Prime.Video,1
10071,6.4,Prime.Video,1
10072,5.6,Prime.Video,1
10073,7.3,Prime.Video,1
10074,5.4,Prime.Video,1
10075,5.7,Prime.Video,1
10076,4.7,Prime.Video,1
10077,5.3,Prime.Video,1
10078,5.8,Prime.Video,1
10079,6.1,Prime.Video,1
10080,7.6,Prime.Video,1
10081,7.3,Prime.Video,1
10082,8.3,Prime.Video,1
10083,5.6,Prime.Video,1
10084,5.9,Prime.Video,1
10085,6,Prime.Video,1
10086,3.6,Prime.Video,1
10087,5.7,Prime.Video,1
10088,7.6,Prime.Video,1
10089,7.3,Prime.Video,1
10090,4.5,Prime.Video,1
10091,5.6,Prime.Video,1
10092,6.8,Prime.Video,1
10093,NA,Prime.Video,1
10094,7.3,Prime.Video,1
10095,4.2,Prime.Video,1
10096,4.6,Prime.Video,1
10097,7.3,Prime.Video,1
10098,7.6,Prime.Video,1
10099,4.5,Prime.Video,1
10100,6.1,Prime.Video,1
10101,6.3,Prime.Video,1
10102,4.1,Prime.Video,1
10103,6.4,Prime.Video,1
10104,6.1,Prime.Video,1
10105,5.5,Prime.Video,1
10106,6,Prime.Video,1
10107,6.7,Prime.Video,1
10108,5.7,Prime.Video,1
10109,4.7,Prime.Video,1
10110,7.1,Prime.Video,1
10111,5.9,Prime.Video,1
10112,8.1,Prime.Video,1
10113,5.6,Prime.Video,1
10114,5.2,Prime.Video,1
10115,4.7,Prime.Video,1
10116,4.1,Prime.Video,1
10117,6.3,Prime.Video,1
10118,6.1,Prime.Video,1
10119,7.3,Prime.Video,1
10120,5.7,Prime.Video,1
10121,8.6,Prime.Video,1
10122,5.2,Prime.Video,1
10123,4.4,Prime.Video,1
10124,8.1,Prime.Video,1
10125,3.4,Prime.Video,1
10126,5,Prime.Video,1
10127,5,Prime.Video,1
10128,7.2,Prime.Video,1
10129,4,Prime.Video,1
10130,4.8,Prime.Video,1
10131,6.2,Prime.Video,1
10132,6.4,Prime.Video,1
10133,3.7,Prime.Video,1
10134,4.9,Prime.Video,1
10135,4.9,Prime.Video,1
10136,6.4,Prime.Video,1
10137,6.8,Prime.Video,1
10138,6.1,Prime.Video,1
10139,4.7,Prime.Video,1
10140,5.5,Prime.Video,1
10141,6.9,Prime.Video,1
10142,5.3,Prime.Video,1
10143,4.8,Prime.Video,1
10144,5.9,Prime.Video,1
10145,5.4,Prime.Video,1
10146,6.1,Prime.Video,1
10147,4.3,Prime.Video,1
10148,8.1,Prime.Video,1
10149,5.4,Prime.Video,1
10150,5.5,Prime.Video,1
10151,5.7,Prime.Video,1
10152,5.7,Prime.Video,1
10153,6.2,Prime.Video,1
10154,6.8,Prime.Video,1
10155,4.8,Prime.Video,1
10156,7,Prime.Video,1
10157,7.2,Prime.Video,1
10158,5.1,Prime.Video,1
10159,4.8,Prime.Video,1
10160,7,Prime.Video,1
10161,6.6,Prime.Video,1
10162,7.8,Prime.Video,1
10163,4.5,Prime.Video,1
10164,5.2,Prime.Video,1
10165,5.7,Prime.Video,1
10166,6.4,Prime.Video,1
10167,5.7,Prime.Video,1
10168,6.1,Prime.Video,1
10169,6.4,Prime.Video,1
10170,7.3,Prime.Video,1
10171,6.4,Prime.Video,1
10172,5.7,Prime.Video,1
10173,5.3,Prime.Video,1
10174,6.1,Prime.Video,1
10175,6,Prime.Video,1
10176,5.3,Prime.Video,1
10177,5.7,Prime.Video,1
10178,7,Prime.Video,1
10179,7.8,Prime.Video,1
10180,4.9,Prime.Video,1
10181,5.5,Prime.Video,1
10182,4.2,Prime.Video,1
10183,6.3,Prime.Video,1
10184,4.8,Prime.Video,1
10185,6.4,Prime.Video,1
10186,6.1,Prime.Video,1
10187,7.5,Prime.Video,1
10188,5.2,Prime.Video,1
10189,8,Prime.Video,1
10190,6.2,Prime.Video,1
10191,NA,Prime.Video,1
10192,6.2,Prime.Video,1
10193,7.3,Prime.Video,1
10194,6.4,Prime.Video,1
10195,5.5,Prime.Video,1
10196,6,Prime.Video,1
10197,4.6,Prime.Video,1
10198,6.4,Prime.Video,1
10199,5.1,Prime.Video,1
10200,5.4,Prime.Video,1
10201,6.9,Prime.Video,1
10202,6.9,Prime.Video,1
10203,4.4,Prime.Video,1
10204,4.1,Prime.Video,1
10205,6.5,Prime.Video,1
10206,5.3,Prime.Video,1
10207,5.6,Prime.Video,1
10208,5,Prime.Video,1
10209,7.2,Prime.Video,1
10210,7.3,Prime.Video,1
10211,7.3,Prime.Video,1
10212,7.1,Prime.Video,1
10213,8,Prime.Video,1
10214,7.1,Prime.Video,1
10215,5.7,Prime.Video,1
10216,8.4,Prime.Video,1
10217,6.1,Prime.Video,1
10218,5.1,Prime.Video,1
10219,5.9,Prime.Video,1
10220,4.1,Prime.Video,1
10221,4.5,Prime.Video,1
10222,5.8,Prime.Video,1
10223,6.5,Prime.Video,1
10224,5.6,Prime.Video,1
10225,7.7,Prime.Video,1
10226,6.2,Prime.Video,1
10227,5.4,Prime.Video,1
10228,4.7,Prime.Video,1
10229,7.3,Prime.Video,1
10230,7.8,Prime.Video,1
10231,4.9,Prime.Video,1
10232,3.3,Prime.Video,1
10233,5.2,Prime.Video,1
10234,6.1,Prime.Video,1
10235,5,Prime.Video,1
10236,5.4,Prime.Video,1
10237,5.6,Prime.Video,1
10238,4,Prime.Video,1
10239,6.4,Prime.Video,1
10240,6.2,Prime.Video,1
10241,3.8,Prime.Video,1
10242,6.9,Prime.Video,1
10243,5,Prime.Video,1
10244,4.4,Prime.Video,1
10245,5.1,Prime.Video,1
10246,7.5,Prime.Video,1
10247,6.1,Prime.Video,1
10248,7.2,Prime.Video,1
10249,4.8,Prime.Video,1
10250,8.4,Prime.Video,1
10251,6.5,Prime.Video,1
10252,5.4,Prime.Video,1
10253,5.5,Prime.Video,1
10254,5.4,Prime.Video,1
10255,6.1,Prime.Video,1
10256,5,Prime.Video,1
10257,8.4,Prime.Video,1
10258,5.2,Prime.Video,1
10259,5.5,Prime.Video,1
10260,3.2,Prime.Video,1
10261,6.3,Prime.Video,1
10262,6.3,Prime.Video,1
10263,6,Prime.Video,1
10264,6,Prime.Video,1
10265,4.8,Prime.Video,1
10266,5.4,Prime.Video,1
10267,6.9,Prime.Video,1
10268,4.8,Prime.Video,1
10269,4.9,Prime.Video,1
10270,4.9,Prime.Video,1
10271,5.9,Prime.Video,1
10272,8.2,Prime.Video,1
10273,4.7,Prime.Video,1
10274,6.4,Prime.Video,1
10275,6.5,Prime.Video,1
10276,6.5,Prime.Video,1
10277,7.1,Prime.Video,1
10278,2.5,Prime.Video,1
10279,5.9,Prime.Video,1
10280,5.6,Prime.Video,1
10281,5.6,Prime.Video,1
10282,7.9,Prime.Video,1
10283,6.4,Prime.Video,1
10284,6.9,Prime.Video,1
10285,5.1,Prime.Video,1
10286,7.3,Prime.Video,1
10287,4.7,Prime.Video,1
10288,6.5,Prime.Video,1
10289,5,Prime.Video,1
10290,6.6,Prime.Video,1
10291,6,Prime.Video,1
10292,6.8,Prime.Video,1
10293,6.9,Prime.Video,1
10294,7,Prime.Video,1
10295,6.7,Prime.Video,1
10296,5.2,Prime.Video,1
10297,3,Prime.Video,1
10298,6.3,Prime.Video,1
10299,5.9,Prime.Video,1
10300,6.4,Prime.Video,1
10301,5.9,Prime.Video,1
10302,5.4,Prime.Video,1
10303,8.7,Prime.Video,1
10304,6.2,Prime.Video,1
10305,7.8,Prime.Video,1
10306,6.1,Prime.Video,1
10307,7.3,Prime.Video,1
10308,5.6,Prime.Video,1
10309,6.5,Prime.Video,1
10310,3.6,Prime.Video,1
10311,5.9,Prime.Video,1
10312,5.6,Prime.Video,1
10313,5.3,Prime.Video,1
10314,5.9,Prime.Video,1
10315,4.4,Prime.Video,1
10316,6.5,Prime.Video,1
10317,5,Prime.Video,1
10318,6.9,Prime.Video,1
10319,5.8,Prime.Video,1
10320,4.8,Prime.Video,1
10321,6.5,Prime.Video,1
10322,5.6,Prime.Video,1
10323,5.5,Prime.Video,1
10324,7.7,Prime.Video,1
10325,6.5,Prime.Video,1
10326,4.7,Prime.Video,1
10327,7.3,Prime.Video,1
10328,4.6,Prime.Video,1
10329,3,Prime.Video,1
10330,8.2,Prime.Video,1
10331,4.2,Prime.Video,1
10332,6.4,Prime.Video,1
10333,5.3,Prime.Video,1
10334,5.9,Prime.Video,1
10335,6.7,Prime.Video,1
10336,6.5,Prime.Video,1
10337,7.5,Prime.Video,1
10338,4.8,Prime.Video,1
10339,6.9,Prime.Video,1
10340,6.5,Prime.Video,1
10341,7.4,Prime.Video,1
10342,4.6,Prime.Video,1
10343,5.1,Prime.Video,1
10344,7.1,Prime.Video,1
10345,5.5,Prime.Video,1
10346,5.4,Prime.Video,1
10347,NA,Prime.Video,1
10348,5.8,Prime.Video,1
10349,6.1,Prime.Video,1
10350,6.5,Prime.Video,1
10351,2.3,Prime.Video,1
10352,7.7,Prime.Video,1
10353,5.4,Prime.Video,1
10354,5,Prime.Video,1
10355,5.4,Prime.Video,1
10356,5,Prime.Video,1
10357,7.4,Prime.Video,1
10358,7.1,Prime.Video,1
10359,5,Prime.Video,1
10360,4.4,Prime.Video,1
10361,5.7,Prime.Video,1
10362,4.6,Prime.Video,1
10363,7.1,Prime.Video,1
10364,6.8,Prime.Video,1
10365,7.2,Prime.Video,1
10366,6.4,Prime.Video,1
10367,6.4,Prime.Video,1
10368,8.2,Prime.Video,1
10369,6.7,Prime.Video,1
10370,3.2,Prime.Video,1
10371,5.1,Prime.Video,1
10372,6.4,Prime.Video,1
10373,6.2,Prime.Video,1
10374,5.3,Prime.Video,1
10375,6.5,Prime.Video,1
10376,5.7,Prime.Video,1
10377,6,Prime.Video,1
10378,4.2,Prime.Video,1
10379,5.7,Prime.Video,1
10380,5.9,Prime.Video,1
10381,6.3,Prime.Video,1
10382,6.2,Prime.Video,1
10383,4.8,Prime.Video,1
10384,6.2,Prime.Video,1
10385,6.9,Prime.Video,1
10386,5.7,Prime.Video,1
10387,8.2,Prime.Video,1
10388,5.3,Prime.Video,1
10389,5.3,Prime.Video,1
10390,4.7,Prime.Video,1
10391,6.7,Prime.Video,1
10392,4.9,Prime.Video,1
10393,4.6,Prime.Video,1
10394,6.8,Prime.Video,1
10395,5.2,Prime.Video,1
10396,6.8,Prime.Video,1
10397,6.4,Prime.Video,1
10398,4.7,Prime.Video,1
10399,6.1,Prime.Video,1
10400,5.6,Prime.Video,1
10401,5.3,Prime.Video,1
10402,6,Prime.Video,1
10403,5.7,Prime.Video,1
10404,6.8,Prime.Video,1
10405,5.1,Prime.Video,1
10406,6,Prime.Video,1
10407,6.4,Prime.Video,1
10408,5,Prime.Video,1
10409,6.9,Prime.Video,1
10410,2.8,Prime.Video,1
10411,5,Prime.Video,1
10412,4.8,Prime.Video,1
10413,7.4,Prime.Video,1
10414,5.8,Prime.Video,1
10415,4,Prime.Video,1
10416,6.2,Prime.Video,1
10417,5.7,Prime.Video,1
10418,4.4,Prime.Video,1
10419,6.1,Prime.Video,1
10420,4.7,Prime.Video,1
10421,4.7,Prime.Video,1
10422,6.4,Prime.Video,1
10423,6.4,Prime.Video,1
10424,6.5,Prime.Video,1
10425,4.4,Prime.Video,1
10426,5.4,Prime.Video,1
10427,3.8,Prime.Video,1
10428,6.7,Prime.Video,1
10429,4.7,Prime.Video,1
10430,7.5,Prime.Video,1
10431,8.7,Prime.Video,1
10432,4.7,Prime.Video,1
10433,4.8,Prime.Video,1
10434,4.6,Prime.Video,1
10435,6.5,Prime.Video,1
10436,5.8,Prime.Video,1
10437,6.8,Prime.Video,1
10438,5.5,Prime.Video,1
10439,6.6,Prime.Video,1
10440,8.5,Prime.Video,1
10441,7.2,Prime.Video,1
10442,6.2,Prime.Video,1
10443,6.4,Prime.Video,1
10444,5.8,Prime.Video,1
10445,4.2,Prime.Video,1
10446,5.7,Prime.Video,1
10447,7.5,Prime.Video,1
10448,3.4,Prime.Video,1
10449,7.5,Prime.Video,1
10450,8.1,Prime.Video,1
10451,5.8,Prime.Video,1
10452,7.1,Prime.Video,1
10453,4.5,Prime.Video,1
10454,7.2,Prime.Video,1
10455,6.7,Prime.Video,1
10456,6.1,Prime.Video,1
10457,6.5,Prime.Video,1
10458,6.5,Prime.Video,1
10459,6,Prime.Video,1
10460,3.6,Prime.Video,1
10461,5.9,Prime.Video,1
10462,6,Prime.Video,1
10463,6.7,Prime.Video,1
10464,7.3,Prime.Video,1
10465,6.9,Prime.Video,1
10466,8.2,Prime.Video,1
10467,4.1,Prime.Video,1
10468,5.8,Prime.Video,1
10469,5.6,Prime.Video,1
10470,4.2,Prime.Video,1
10471,7.8,Prime.Video,1
10472,7.5,Prime.Video,1
10473,4.6,Prime.Video,1
10474,8,Prime.Video,1
10475,6.3,Prime.Video,1
10476,5.7,Prime.Video,1
10477,5.1,Prime.Video,1
10478,7.3,Prime.Video,1
10479,5.2,Prime.Video,1
10480,5.1,Prime.Video,1
10481,6.9,Prime.Video,1
10482,8.1,Prime.Video,1
10483,6.8,Prime.Video,1
10484,6.5,Prime.Video,1
10485,4.5,Prime.Video,1
10486,7.9,Prime.Video,1
10487,4,Prime.Video,1
10488,3.4,Prime.Video,1
10489,5.6,Prime.Video,1
10490,5.4,Prime.Video,1
10491,6.1,Prime.Video,1
10492,4.4,Prime.Video,1
10493,6.5,Prime.Video,1
10494,5.3,Prime.Video,1
10495,6,Prime.Video,1
10496,5,Prime.Video,1
10497,6.1,Prime.Video,1
10498,6.1,Prime.Video,1
10499,5,Prime.Video,1
10500,7.1,Prime.Video,1
10501,6.6,Prime.Video,1
10502,7.6,Prime.Video,1
10503,6.1,Prime.Video,1
10504,7.3,Prime.Video,1
10505,5.8,Prime.Video,1
10506,6.2,Prime.Video,1
10507,4.8,Prime.Video,1
10508,6,Prime.Video,1
10509,3.7,Prime.Video,1
10510,5.3,Prime.Video,1
10511,5.9,Prime.Video,1
10512,4,Prime.Video,1
10513,6,Prime.Video,1
10514,4.7,Prime.Video,1
10515,6.8,Prime.Video,1
10516,6.2,Prime.Video,1
10517,6.8,Prime.Video,1
10518,5.5,Prime.Video,1
10519,6.1,Prime.Video,1
10520,5.7,Prime.Video,1
10521,4.7,Prime.Video,1
10522,6.3,Prime.Video,1
10523,5.3,Prime.Video,1
10524,8.1,Prime.Video,1
10525,4.8,Prime.Video,1
10526,6.4,Prime.Video,1
10527,7.2,Prime.Video,1
10528,5.2,Prime.Video,1
10529,5.9,Prime.Video,1
10530,4.7,Prime.Video,1
10531,6.7,Prime.Video,1
10532,5.3,Prime.Video,1
10533,5.9,Prime.Video,1
10534,4.6,Prime.Video,1
10535,4,Prime.Video,1
10536,4.8,Prime.Video,1
10537,5.7,Prime.Video,1
10538,7.7,Prime.Video,1
10539,6.5,Prime.Video,1
10540,5.9,Prime.Video,1
10541,7.9,Prime.Video,1
10542,7.4,Prime.Video,1
10543,3.1,Prime.Video,1
10544,5.9,Prime.Video,1
10545,5.1,Prime.Video,1
10546,6.3,Prime.Video,1
10547,6.2,Prime.Video,1
10548,6.9,Prime.Video,1
10549,5.3,Prime.Video,1
10550,5.7,Prime.Video,1
10551,6.6,Prime.Video,1
10552,7,Prime.Video,1
10553,5.2,Prime.Video,1
10554,5.8,Prime.Video,1
10555,7.7,Prime.Video,1
10556,6.9,Prime.Video,1
10557,5.9,Prime.Video,1
10558,6.4,Prime.Video,1
10559,7.2,Prime.Video,1
10560,6.4,Prime.Video,1
10561,4.7,Prime.Video,1
10562,6.2,Prime.Video,1
10563,5.5,Prime.Video,1
10564,6.6,Prime.Video,1
10565,6.3,Prime.Video,1
10566,4.9,Prime.Video,1
10567,4.5,Prime.Video,1
10568,5.6,Prime.Video,1
10569,7.3,Prime.Video,1
10570,5.7,Prime.Video,1
10571,6.4,Prime.Video,1
10572,6.3,Prime.Video,1
10573,5.6,Prime.Video,1
10574,5,Prime.Video,1
10575,5.7,Prime.Video,1
10576,6.8,Prime.Video,1
10577,5.1,Prime.Video,1
10578,7.7,Prime.Video,1
10579,6.9,Prime.Video,1
10580,3.2,Prime.Video,1
10581,5,Prime.Video,1
10582,7,Prime.Video,1
10583,3.6,Prime.Video,1
10584,6.4,Prime.Video,1
10585,3,Prime.Video,1
10586,7.3,Prime.Video,1
10587,7.2,Prime.Video,1
10588,7.4,Prime.Video,1
10589,3.2,Prime.Video,1
10590,6.8,Prime.Video,1
10591,6,Prime.Video,1
10592,7.5,Prime.Video,1
10593,7.4,Prime.Video,1
10594,6.8,Prime.Video,1
10595,5.2,Prime.Video,1
10596,5.9,Prime.Video,1
10597,5.8,Prime.Video,1
10598,4.7,Prime.Video,1
10599,5.7,Prime.Video,1
10600,7.3,Prime.Video,1
10601,6.7,Prime.Video,1
10602,7,Prime.Video,1
10603,7,Prime.Video,1
10604,6.6,Prime.Video,1
10605,6.4,Prime.Video,1
10606,5.5,Prime.Video,1
10607,8,Prime.Video,1
10608,6.5,Prime.Video,1
10609,7.2,Prime.Video,1
10610,4.6,Prime.Video,1
10611,4.9,Prime.Video,1
10612,8.4,Prime.Video,1
10613,7.3,Prime.Video,1
10614,5.6,Prime.Video,1
10615,5.1,Prime.Video,1
10616,4.2,Prime.Video,1
10617,7.5,Prime.Video,1
10618,4.9,Prime.Video,1
10619,7.2,Prime.Video,1
10620,6,Prime.Video,1
10621,6.7,Prime.Video,1
10622,8.1,Prime.Video,1
10623,6.7,Prime.Video,1
10624,6.6,Prime.Video,1
10625,3.8,Prime.Video,1
10626,6.6,Prime.Video,1
10627,4.9,Prime.Video,1
10628,6.7,Prime.Video,1
10629,6.8,Prime.Video,1
10630,4.6,Prime.Video,1
10631,5.8,Prime.Video,1
10632,4.4,Prime.Video,1
10633,6.5,Prime.Video,1
10634,5.9,Prime.Video,1
10635,6.9,Prime.Video,1
10636,8.3,Prime.Video,1
10637,5.9,Prime.Video,1
10638,6.7,Prime.Video,1
10639,4.2,Prime.Video,1
10640,3.9,Prime.Video,1
10641,5,Prime.Video,1
10642,4.6,Prime.Video,1
10643,5.7,Prime.Video,1
10644,5.1,Prime.Video,1
10645,4.5,Prime.Video,1
10646,5.6,Prime.Video,1
10647,4.2,Prime.Video,1
10648,6.1,Prime.Video,1
10649,6,Prime.Video,1
10650,7.1,Prime.Video,1
10651,6.2,Prime.Video,1
10652,6.7,Prime.Video,1
10653,6.2,Prime.Video,1
10654,6.7,Prime.Video,1
10655,4.9,Prime.Video,1
10656,6.4,Prime.Video,1
10657,5.5,Prime.Video,1
10658,6.9,Prime.Video,1
10659,3.4,Prime.Video,1
10660,6.1,Prime.Video,1
10661,6.9,Prime.Video,1
10662,7,Prime.Video,1
10663,6.2,Prime.Video,1
10664,7,Prime.Video,1
10665,5.5,Prime.Video,1
10666,7,Prime.Video,1
10667,5.6,Prime.Video,1
10668,2.7,Prime.Video,1
10669,5.1,Prime.Video,1
10670,6.9,Prime.Video,1
10671,7,Prime.Video,1
10672,5.2,Prime.Video,1
10673,5.7,Prime.Video,1
10674,5.1,Prime.Video,1
10675,8.8,Prime.Video,1
10676,5,Prime.Video,1
10677,5.9,Prime.Video,1
10678,4.5,Prime.Video,1
10679,7.3,Prime.Video,1
10680,6.4,Prime.Video,1
10681,7.2,Prime.Video,1
10682,5.2,Prime.Video,1
10683,6,Prime.Video,1
10684,7.7,Prime.Video,1
10685,2.9,Prime.Video,1
10686,5.2,Prime.Video,1
10687,3.2,Prime.Video,1
10688,6.1,Prime.Video,1
10689,6.4,Prime.Video,1
10690,6.1,Prime.Video,1
10691,5.7,Prime.Video,1
10692,4.3,Prime.Video,1
10693,4.7,Prime.Video,1
10694,6.4,Prime.Video,1
10695,5,Prime.Video,1
10696,4.6,Prime.Video,1
10697,5.2,Prime.Video,1
10698,6.6,Prime.Video,1
10699,3.5,Prime.Video,1
10700,4.8,Prime.Video,1
10701,5.9,Prime.Video,1
10702,5.6,Prime.Video,1
10703,6,Prime.Video,1
10704,5,Prime.Video,1
10705,7.5,Prime.Video,1
10706,5.5,Prime.Video,1
10707,7.2,Prime.Video,1
10708,7.3,Prime.Video,1
10709,6.2,Prime.Video,1
10710,5.8,Prime.Video,1
10711,4.3,Prime.Video,1
10712,5.7,Prime.Video,1
10713,3.2,Prime.Video,1
10714,4.9,Prime.Video,1
10715,5.8,Prime.Video,1
10716,5.1,Prime.Video,1
10717,4.9,Prime.Video,1
10718,5,Prime.Video,1
10719,4.2,Prime.Video,1
10720,7,Prime.Video,1
10721,6.7,Prime.Video,1
10722,8.3,Prime.Video,1
10723,5.5,Prime.Video,1
10724,7.1,Prime.Video,1
10725,8.1,Prime.Video,1
10726,7.7,Prime.Video,1
10727,7.4,Prime.Video,1
10728,7.1,Prime.Video,1
10729,5.1,Prime.Video,1
10730,4.7,Prime.Video,1
10731,5.9,Prime.Video,1
10732,7,Prime.Video,1
10733,5.4,Prime.Video,1
10734,5.8,Prime.Video,1
10735,5.5,Prime.Video,1
10736,2.7,Prime.Video,1
10737,6.5,Prime.Video,1
10738,3.5,Prime.Video,1
10739,6,Prime.Video,1
10740,6.5,Prime.Video,1
10741,6.9,Prime.Video,1
10742,6.1,Prime.Video,1
10743,6.5,Prime.Video,1
10744,7,Prime.Video,1
10745,4.2,Prime.Video,1
10746,4,Prime.Video,1
10747,5.7,Prime.Video,1
10748,4.2,Prime.Video,1
10749,5.3,Prime.Video,1
10750,4.5,Prime.Video,1
10751,3,Prime.Video,1
10752,8.4,Prime.Video,1
10753,2.4,Prime.Video,1
10754,7.6,Prime.Video,1
10755,4.7,Prime.Video,1
10756,6.2,Prime.Video,1
10757,5.9,Prime.Video,1
10758,6.7,Prime.Video,1
10759,2.1,Prime.Video,1
10760,4.9,Prime.Video,1
10761,4.1,Prime.Video,1
10762,6.2,Prime.Video,1
10763,5.9,Prime.Video,1
10764,3.8,Prime.Video,1
10765,7.7,Prime.Video,1
10766,6.6,Prime.Video,1
10767,6.1,Prime.Video,1
10768,7.3,Prime.Video,1
10769,4.8,Prime.Video,1
10770,5.6,Prime.Video,1
10771,4.5,Prime.Video,1
10772,6.7,Prime.Video,1
10773,6.9,Prime.Video,1
10774,5.7,Prime.Video,1
10775,4.1,Prime.Video,1
10776,5,Prime.Video,1
10777,7.2,Prime.Video,1
10778,5,Prime.Video,1
10779,5.8,Prime.Video,1
10780,7,Prime.Video,1
10781,4.9,Prime.Video,1
10782,5.5,Prime.Video,1
10783,5.6,Prime.Video,1
10784,5.8,Prime.Video,1
10785,5,Prime.Video,1
10786,6.5,Prime.Video,1
10787,6.5,Prime.Video,1
10788,6.9,Prime.Video,1
10789,4.7,Prime.Video,1
10790,7.3,Prime.Video,1
10791,4.3,Prime.Video,1
10792,6.8,Prime.Video,1
10793,5.4,Prime.Video,1
10794,4.3,Prime.Video,1
10795,8.1,Prime.Video,1
10796,7.4,Prime.Video,1
10797,4.8,Prime.Video,1
10798,5.3,Prime.Video,1
10799,8.5,Prime.Video,1
10800,4.6,Prime.Video,1
10801,7.3,Prime.Video,1
10802,6.6,Prime.Video,1
10803,6.6,Prime.Video,1
10804,7.5,Prime.Video,1
10805,7.1,Prime.Video,1
10806,5.9,Prime.Video,1
10807,4.9,Prime.Video,1
10808,5,Prime.Video,1
10809,6.4,Prime.Video,1
10810,3.8,Prime.Video,1
10811,6.7,Prime.Video,1
10812,5.1,Prime.Video,1
10813,4.7,Prime.Video,1
10814,6.3,Prime.Video,1
10815,3.4,Prime.Video,1
10816,7.3,Prime.Video,1
10817,7.3,Prime.Video,1
10818,5.5,Prime.Video,1
10819,5.5,Prime.Video,1
10820,3.8,Prime.Video,1
10821,4.4,Prime.Video,1
10822,4.7,Prime.Video,1
10823,4.9,Prime.Video,1
10824,6.9,Prime.Video,1
10825,4.8,Prime.Video,1
10826,4.6,Prime.Video,1
10827,7.4,Prime.Video,1
10828,6.2,Prime.Video,1
10829,4.9,Prime.Video,1
10830,6.4,Prime.Video,1
10831,6.7,Prime.Video,1
10832,5.2,Prime.Video,1
10833,6.5,Prime.Video,1
10834,4.5,Prime.Video,1
10835,4.5,Prime.Video,1
10836,7.8,Prime.Video,1
10837,3.7,Prime.Video,1
10838,5.3,Prime.Video,1
10839,8,Prime.Video,1
10840,3.2,Prime.Video,1
10841,6.7,Prime.Video,1
10842,5.9,Prime.Video,1
10843,7.5,Prime.Video,1
10844,7.8,Prime.Video,1
10845,6.5,Prime.Video,1
10846,5.1,Prime.Video,1
10847,3.8,Prime.Video,1
10848,5.5,Prime.Video,1
10849,4.3,Prime.Video,1
10850,6.3,Prime.Video,1
10851,4.9,Prime.Video,1
10852,7.7,Prime.Video,1
10853,6.2,Prime.Video,1
10854,7.8,Prime.Video,1
10855,8.9,Prime.Video,1
10856,5,Prime.Video,1
10857,6.1,Prime.Video,1
10858,5.5,Prime.Video,1
10859,6.4,Prime.Video,1
10860,5.9,Prime.Video,1
10861,7.1,Prime.Video,1
10862,5.6,Prime.Video,1
10863,6.8,Prime.Video,1
10864,6.2,Prime.Video,1
10865,7.1,Prime.Video,1
10866,5.5,Prime.Video,1
10867,7.3,Prime.Video,1
10868,6.1,Prime.Video,1
10869,6.8,Prime.Video,1
10870,5.4,Prime.Video,1
10871,4.4,Prime.Video,1
10872,6.5,Prime.Video,1
10873,6.2,Prime.Video,1
10874,4.7,Prime.Video,1
10875,3.3,Prime.Video,1
10876,7.3,Prime.Video,1
10877,4.3,Prime.Video,1
10878,5.4,Prime.Video,1
10879,6,Prime.Video,1
10880,7.1,Prime.Video,1
10881,NA,Prime.Video,1
10882,NA,Prime.Video,1
10883,6.8,Prime.Video,1
10884,6.1,Prime.Video,1
10885,7.7,Prime.Video,1
10886,5,Prime.Video,1
10887,6.8,Prime.Video,1
10888,7.5,Prime.Video,1
10889,6.8,Prime.Video,1
10890,7.2,Prime.Video,1
10891,5.3,Prime.Video,1
10892,6.4,Prime.Video,1
10893,3.9,Prime.Video,1
10894,5.4,Prime.Video,1
10895,5.6,Prime.Video,1
10896,6.8,Prime.Video,1
10897,4.7,Prime.Video,1
10898,7.1,Prime.Video,1
10899,4.7,Prime.Video,1
10900,3.3,Prime.Video,1
10901,7.1,Prime.Video,1
10902,NA,Prime.Video,1
10903,5.9,Prime.Video,1
10904,5.8,Prime.Video,1
10905,5.3,Prime.Video,1
10906,5.9,Prime.Video,1
10907,5.3,Prime.Video,1
10908,5.2,Prime.Video,1
10909,4.6,Prime.Video,1
10910,5.4,Prime.Video,1
10911,7.2,Prime.Video,1
10912,3.6,Prime.Video,1
10913,6.2,Prime.Video,1
10914,6.7,Prime.Video,1
10915,6,Prime.Video,1
10916,5.5,Prime.Video,1
10917,6,Prime.Video,1
10918,6.9,Prime.Video,1
10919,5.5,Prime.Video,1
10920,5.3,Prime.Video,1
10921,6.5,Prime.Video,1
10922,6.5,Prime.Video,1
