,IMDb,platform,fre
5082,8.3,Prime.Video,1
5083,7.3,Prime.Video,1
5084,7.9,Prime.Video,1
5085,7.9,Prime.Video,1
5086,7.9,Prime.Video,1
5087,8,Prime.Video,1
5088,7,Prime.Video,1
5089,8.2,Prime.Video,1
5090,7.2,Prime.Video,1
5091,7.9,Prime.Video,1
5092,8.1,Prime.Video,1
5093,7.2,Prime.Video,1
5094,7.8,Prime.Video,1
5095,7.5,Prime.Video,1
5096,8.3,Prime.Video,1
5097,7.7,Prime.Video,1
5098,7.8,Prime.Video,1
5099,8.2,Prime.Video,1
5100,7.5,Prime.Video,1
5101,7.8,Prime.Video,1
5102,7.6,Prime.Video,1
5103,8.3,Prime.Video,1
5104,7.7,Prime.Video,1
5105,7.5,Prime.Video,1
5106,7.3,Prime.Video,1
5107,7.1,Prime.Video,1
5108,7.6,Prime.Video,1
5109,7.8,Prime.Video,1
5110,8,Prime.Video,1
5111,7.4,Prime.Video,1
5112,8.2,Prime.Video,1
5113,8.5,Prime.Video,1
5114,7.9,Prime.Video,1
5115,7.5,Prime.Video,1
5116,7.2,Prime.Video,1
5117,8.5,Prime.Video,1
5118,8.1,Prime.Video,1
5119,6.7,Prime.Video,1
5120,8.2,Prime.Video,1
5121,7.3,Prime.Video,1
5122,8.3,Prime.Video,1
5123,7.6,Prime.Video,1
5124,7.1,Prime.Video,1
5125,7.3,Prime.Video,1
5126,7.8,Prime.Video,1
5127,7.2,Prime.Video,1
5128,7.4,Prime.Video,1
5129,8,Prime.Video,1
5130,7.3,Prime.Video,1
5131,7.6,Prime.Video,1
5132,7.7,Prime.Video,1
5133,7.6,Prime.Video,1
5134,7.3,Prime.Video,1
5135,7.4,Prime.Video,1
5136,7.5,Prime.Video,1
5137,7.8,Prime.Video,1
5138,7.1,Prime.Video,1
5139,7.3,Prime.Video,1
5140,7.8,Prime.Video,1
5141,7.2,Prime.Video,1
5142,7.1,Prime.Video,1
5143,7.4,Prime.Video,1
5144,8,Prime.Video,1
5145,7.3,Prime.Video,1
5146,7.6,Prime.Video,1
5147,7.8,Prime.Video,1
5148,7.5,Prime.Video,1
5149,7.9,Prime.Video,1
5150,6.8,Prime.Video,1
5151,7.1,Prime.Video,1
5152,7.5,Prime.Video,1
5153,8.2,Prime.Video,1
5154,7.4,Prime.Video,1
5155,7.4,Prime.Video,1
5156,8.1,Prime.Video,1
5157,7.9,Prime.Video,1
5158,7.5,Prime.Video,1
5159,7.1,Prime.Video,1
5160,6.8,Prime.Video,1
5161,8.1,Prime.Video,1
5162,6.6,Prime.Video,1
5163,7.5,Prime.Video,1
5164,7.8,Prime.Video,1
5165,7.1,Prime.Video,1
5166,7.7,Prime.Video,1
5167,7.2,Prime.Video,1
5168,7.5,Prime.Video,1
5169,7.3,Prime.Video,1
5170,6.9,Prime.Video,1
5171,7.4,Prime.Video,1
5172,7.4,Prime.Video,1
5173,7.9,Prime.Video,1
5174,7.1,Prime.Video,1
5175,6.8,Prime.Video,1
5176,7.1,Prime.Video,1
5177,7.6,Prime.Video,1
5178,7.5,Prime.Video,1
5179,7.3,Prime.Video,1
5180,7.2,Prime.Video,1
5181,6.8,Prime.Video,1
5182,7.1,Prime.Video,1
5183,7.4,Prime.Video,1
5184,7.2,Prime.Video,1
5185,7.3,Prime.Video,1
5186,7.8,Prime.Video,1
5187,7,Prime.Video,1
5188,7.8,Prime.Video,1
5189,7.6,Prime.Video,1
5190,7,Prime.Video,1
5191,7.9,Prime.Video,1
5192,6.5,Prime.Video,1
5193,7,Prime.Video,1
5194,7.8,Prime.Video,1
5195,7.3,Prime.Video,1
5196,8.2,Prime.Video,1
5197,8.5,Prime.Video,1
5198,7.3,Prime.Video,1
5199,6.8,Prime.Video,1
5200,6.9,Prime.Video,1
5201,6.8,Prime.Video,1
5202,6.6,Prime.Video,1
5203,6.6,Prime.Video,1
5204,7.2,Prime.Video,1
5205,7.9,Prime.Video,1
5206,7.7,Prime.Video,1
5207,7.7,Prime.Video,1
5208,7.3,Prime.Video,1
5209,7.4,Prime.Video,1
5210,8.2,Prime.Video,1
5211,7.4,Prime.Video,1
5212,7,Prime.Video,1
5213,7.7,Prime.Video,1
5214,7.7,Prime.Video,1
5215,6.8,Prime.Video,1
5216,7.2,Prime.Video,1
5217,7.5,Prime.Video,1
5218,7.2,Prime.Video,1
5219,7.2,Prime.Video,1
5220,7.9,Prime.Video,1
5221,7.5,Prime.Video,1
5222,7,Prime.Video,1
5223,7.3,Prime.Video,1
5224,7.2,Prime.Video,1
5225,7.8,Prime.Video,1
5226,6.8,Prime.Video,1
5227,7.9,Prime.Video,1
5228,7.4,Prime.Video,1
5229,7.5,Prime.Video,1
5230,7.5,Prime.Video,1
5231,7.1,Prime.Video,1
5232,7.6,Prime.Video,1
5233,7.8,Prime.Video,1
5234,7,Prime.Video,1
5235,7.4,Prime.Video,1
5236,6.5,Prime.Video,1
5237,7.6,Prime.Video,1
5238,6.8,Prime.Video,1
5239,7.3,Prime.Video,1
5240,7.5,Prime.Video,1
5241,7.2,Prime.Video,1
5242,7.7,Prime.Video,1
5243,7.8,Prime.Video,1
5244,7.5,Prime.Video,1
5245,7.8,Prime.Video,1
5246,7.2,Prime.Video,1
5247,6.7,Prime.Video,1
5248,7.5,Prime.Video,1
5249,7.5,Prime.Video,1
5250,6.9,Prime.Video,1
5251,7.2,Prime.Video,1
5252,6.6,Prime.Video,1
5253,6.7,Prime.Video,1
5254,7.1,Prime.Video,1
5255,7.6,Prime.Video,1
5256,7.3,Prime.Video,1
5257,8.4,Prime.Video,1
5258,7.7,Prime.Video,1
5259,7.1,Prime.Video,1
5260,7,Prime.Video,1
5261,6.9,Prime.Video,1
5262,6.5,Prime.Video,1
5263,6.5,Prime.Video,1
5264,7.2,Prime.Video,1
5265,7.5,Prime.Video,1
5266,7.6,Prime.Video,1
5267,7.3,Prime.Video,1
5268,8.6,Prime.Video,1
5269,6.4,Prime.Video,1
5270,6.8,Prime.Video,1
5271,7.8,Prime.Video,1
5272,7,Prime.Video,1
5273,7,Prime.Video,1
5274,7.6,Prime.Video,1
5275,7.9,Prime.Video,1
5276,7.1,Prime.Video,1
5277,7.1,Prime.Video,1
5278,7.8,Prime.Video,1
5279,7.3,Prime.Video,1
5280,8,Prime.Video,1
5281,7,Prime.Video,1
5282,7.7,Prime.Video,1
5283,6.5,Prime.Video,1
5284,8.3,Prime.Video,1
5285,7.9,Prime.Video,1
5286,7.2,Prime.Video,1
5287,7.2,Prime.Video,1
5288,7.3,Prime.Video,1
5289,6.7,Prime.Video,1
5290,7.1,Prime.Video,1
5291,6.5,Prime.Video,1
5292,7.1,Prime.Video,1
5293,8.5,Prime.Video,1
5294,7.2,Prime.Video,1
5295,7.3,Prime.Video,1
5296,7.5,Prime.Video,1
5297,7.7,Prime.Video,1
5298,7.3,Prime.Video,1
5299,7.8,Prime.Video,1
5300,8.4,Prime.Video,1
5301,7.2,Prime.Video,1
5302,7.1,Prime.Video,1
5303,7.6,Prime.Video,1
5304,7.2,Prime.Video,1
5305,7.3,Prime.Video,1
5306,7,Prime.Video,1
5307,7.4,Prime.Video,1
5308,6.9,Prime.Video,1
5309,6.4,Prime.Video,1
5310,6.4,Prime.Video,1
5311,7.9,Prime.Video,1
5312,6.9,Prime.Video,1
5313,6.1,Prime.Video,1
5314,6.7,Prime.Video,1
5315,7.8,Prime.Video,1
5316,8.2,Prime.Video,1
5317,6.8,Prime.Video,1
5318,7.4,Prime.Video,1
5319,7.3,Prime.Video,1
5320,7.2,Prime.Video,1
5321,6.4,Prime.Video,1
5322,7.4,Prime.Video,1
5323,6.9,Prime.Video,1
5324,7.8,Prime.Video,1
5325,7.7,Prime.Video,1
5326,7,Prime.Video,1
5327,7.6,Prime.Video,1
5328,7.8,Prime.Video,1
5329,5.8,Prime.Video,1
5330,7.7,Prime.Video,1
5331,6.8,Prime.Video,1
5332,6.7,Prime.Video,1
5333,7.2,Prime.Video,1
5334,7.1,Prime.Video,1
5335,7.3,Prime.Video,1
5336,6,Prime.Video,1
5337,6.8,Prime.Video,1
5338,6.4,Prime.Video,1
5339,6.2,Prime.Video,1
5340,7.4,Prime.Video,1
5341,7.3,Prime.Video,1
5342,7.6,Prime.Video,1
5343,6.7,Prime.Video,1
5344,6.7,Prime.Video,1
5345,7.4,Prime.Video,1
5346,7.5,Prime.Video,1
5347,6.7,Prime.Video,1
5348,7.2,Prime.Video,1
5349,6.9,Prime.Video,1
5350,6.9,Prime.Video,1
5351,6.4,Prime.Video,1
5352,7.6,Prime.Video,1
5353,6.7,Prime.Video,1
5354,7.1,Prime.Video,1
5355,7.8,Prime.Video,1
5356,7.4,Prime.Video,1
5357,7.1,Prime.Video,1
5358,7.2,Prime.Video,1
5359,7.5,Prime.Video,1
5360,8.3,Prime.Video,1
5361,6.4,Prime.Video,1
5362,6.8,Prime.Video,1
5363,7.4,Prime.Video,1
5364,7.5,Prime.Video,1
5365,7.4,Prime.Video,1
5366,6.6,Prime.Video,1
5367,7.4,Prime.Video,1
5368,6.3,Prime.Video,1
5369,7,Prime.Video,1
5370,7.3,Prime.Video,1
5371,6.6,Prime.Video,1
5372,7.3,Prime.Video,1
5373,7.1,Prime.Video,1
5374,6.6,Prime.Video,1
5375,7,Prime.Video,1
5376,6.2,Prime.Video,1
5377,7.1,Prime.Video,1
5378,7.7,Prime.Video,1
5379,7.2,Prime.Video,1
5380,6.6,Prime.Video,1
5381,7.7,Prime.Video,1
5382,6.9,Prime.Video,1
5383,7.4,Prime.Video,1
5384,7.8,Prime.Video,1
5385,7.3,Prime.Video,1
5386,7.1,Prime.Video,1
5387,6.9,Prime.Video,1
5388,6.7,Prime.Video,1
5389,7.5,Prime.Video,1
5390,6.9,Prime.Video,1
5391,7.4,Prime.Video,1
5392,6.7,Prime.Video,1
5393,7.1,Prime.Video,1
5394,6.9,Prime.Video,1
5395,7.2,Prime.Video,1
5396,7.1,Prime.Video,1
5397,8,Prime.Video,1
5398,6.5,Prime.Video,1
5399,6.4,Prime.Video,1
5400,7.2,Prime.Video,1
5401,6.2,Prime.Video,1
5402,7.4,Prime.Video,1
5403,7.9,Prime.Video,1
5404,7.1,Prime.Video,1
5405,7.3,Prime.Video,1
5406,6.6,Prime.Video,1
5407,5.8,Prime.Video,1
5408,6.5,Prime.Video,1
5409,7.9,Prime.Video,1
5410,7.1,Prime.Video,1
5411,7.4,Prime.Video,1
5412,8.2,Prime.Video,1
5413,7.5,Prime.Video,1
5414,7.2,Prime.Video,1
5415,7.3,Prime.Video,1
5416,7.6,Prime.Video,1
5417,6.7,Prime.Video,1
5418,6.6,Prime.Video,1
5419,6.5,Prime.Video,1
5420,6.4,Prime.Video,1
5421,7.6,Prime.Video,1
5422,7.1,Prime.Video,1
5423,7.2,Prime.Video,1
5424,7.6,Prime.Video,1
5425,6.6,Prime.Video,1
5426,7.1,Prime.Video,1
5427,7.7,Prime.Video,1
5428,7,Prime.Video,1
5429,7.2,Prime.Video,1
5430,6.7,Prime.Video,1
5431,7.5,Prime.Video,1
5432,7.4,Prime.Video,1
5433,7.2,Prime.Video,1
5434,6.8,Prime.Video,1
5435,8.9,Prime.Video,1
5436,6.9,Prime.Video,1
5437,6.7,Prime.Video,1
5438,6.9,Prime.Video,1
5439,6.8,Prime.Video,1
5440,7.9,Prime.Video,1
5441,7,Prime.Video,1
5442,7.6,Prime.Video,1
5443,7,Prime.Video,1
5444,7.2,Prime.Video,1
5445,7.4,Prime.Video,1
5446,7.1,Prime.Video,1
5447,7.8,Prime.Video,1
5448,7.5,Prime.Video,1
5449,7.2,Prime.Video,1
5450,7.2,Prime.Video,1
5451,8.1,Prime.Video,1
5452,7.5,Prime.Video,1
5453,7.2,Prime.Video,1
5454,7.2,Prime.Video,1
5455,7.8,Prime.Video,1
5456,7.2,Prime.Video,1
5457,7.1,Prime.Video,1
5458,7.1,Prime.Video,1
5459,6.4,Prime.Video,1
5460,7.9,Prime.Video,1
5461,7,Prime.Video,1
5462,7.5,Prime.Video,1
5463,6.6,Prime.Video,1
5464,7.4,Prime.Video,1
5465,7.4,Prime.Video,1
5466,7.1,Prime.Video,1
5467,6.5,Prime.Video,1
5468,7.4,Prime.Video,1
5469,6.7,Prime.Video,1
5470,7.5,Prime.Video,1
5471,7.6,Prime.Video,1
5472,7.1,Prime.Video,1
5473,7,Prime.Video,1
5474,7.3,Prime.Video,1
5475,7.4,Prime.Video,1
5476,7.2,Prime.Video,1
5477,6.5,Prime.Video,1
5478,7,Prime.Video,1
5479,6.9,Prime.Video,1
5480,7.2,Prime.Video,1
5481,6.2,Prime.Video,1
5482,7.3,Prime.Video,1
5483,7.2,Prime.Video,1
5484,7,Prime.Video,1
5485,7.5,Prime.Video,1
5486,7.5,Prime.Video,1
5487,7.1,Prime.Video,1
5488,7.4,Prime.Video,1
5489,7.1,Prime.Video,1
5490,7.5,Prime.Video,1
5491,6.5,Prime.Video,1
5492,7,Prime.Video,1
5493,6.7,Prime.Video,1
5494,8.3,Prime.Video,1
5495,7.5,Prime.Video,1
5496,6.8,Prime.Video,1
5497,5.7,Prime.Video,1
5498,7.3,Prime.Video,1
5499,7.1,Prime.Video,1
5500,7.2,Prime.Video,1
5501,7,Prime.Video,1
5502,8.1,Prime.Video,1
5503,7.4,Prime.Video,1
5504,7.4,Prime.Video,1
5505,7.4,Prime.Video,1
5506,6.8,Prime.Video,1
5507,7,Prime.Video,1
5508,8,Prime.Video,1
5509,6.3,Prime.Video,1
5510,8.1,Prime.Video,1
5511,7.1,Prime.Video,1
5512,7.6,Prime.Video,1
5513,6.8,Prime.Video,1
5514,8.1,Prime.Video,1
5515,7.8,Prime.Video,1
5516,7.1,Prime.Video,1
5517,6.3,Prime.Video,1
5518,6.4,Prime.Video,1
5519,7.2,Prime.Video,1
5520,6.7,Prime.Video,1
5521,6.5,Prime.Video,1
5522,7,Prime.Video,1
5523,7.2,Prime.Video,1
5524,7.1,Prime.Video,1
5525,6.9,Prime.Video,1
5526,6,Prime.Video,1
5527,7.3,Prime.Video,1
5528,6.1,Prime.Video,1
5529,7.3,Prime.Video,1
5530,6.8,Prime.Video,1
5531,7,Prime.Video,1
5532,7.1,Prime.Video,1
5533,7.3,Prime.Video,1
5534,7.2,Prime.Video,1
5535,7.6,Prime.Video,1
5536,6.3,Prime.Video,1
5537,7.9,Prime.Video,1
5538,7,Prime.Video,1
5539,6.9,Prime.Video,1
5540,7.2,Prime.Video,1
5541,7,Prime.Video,1
5542,6.7,Prime.Video,1
5543,7.3,Prime.Video,1
5544,6.8,Prime.Video,1
5545,7.5,Prime.Video,1
5546,7.2,Prime.Video,1
5547,7.7,Prime.Video,1
5548,7,Prime.Video,1
5549,6.2,Prime.Video,1
5550,5.7,Prime.Video,1
5551,6.2,Prime.Video,1
5552,6.3,Prime.Video,1
5553,6.6,Prime.Video,1
5554,7.6,Prime.Video,1
5555,6.9,Prime.Video,1
5556,6,Prime.Video,1
5557,7,Prime.Video,1
5558,6.9,Prime.Video,1
5559,7.2,Prime.Video,1
5560,6.2,Prime.Video,1
5561,6.9,Prime.Video,1
5562,7.1,Prime.Video,1
5563,7.3,Prime.Video,1
5564,6.9,Prime.Video,1
5565,7.1,Prime.Video,1
5566,7.1,Prime.Video,1
5567,6.1,Prime.Video,1
5568,6.8,Prime.Video,1
5569,6.9,Prime.Video,1
5570,6.9,Prime.Video,1
5571,7.1,Prime.Video,1
5572,6.6,Prime.Video,1
5573,7.6,Prime.Video,1
5574,7.4,Prime.Video,1
5575,6.5,Prime.Video,1
5576,7.6,Prime.Video,1
5577,5.8,Prime.Video,1
5578,6.5,Prime.Video,1
5579,7.8,Prime.Video,1
5580,7.1,Prime.Video,1
5581,7.2,Prime.Video,1
5582,7.7,Prime.Video,1
5583,6.5,Prime.Video,1
5584,7.4,Prime.Video,1
5585,7.5,Prime.Video,1
5586,6.8,Prime.Video,1
5587,6.1,Prime.Video,1
5588,7.5,Prime.Video,1
5589,7.3,Prime.Video,1
5590,7.7,Prime.Video,1
5591,7.7,Prime.Video,1
5592,8,Prime.Video,1
5593,8.3,Prime.Video,1
5594,7.5,Prime.Video,1
5595,6.3,Prime.Video,1
5596,6.2,Prime.Video,1
5597,7,Prime.Video,1
5598,7,Prime.Video,1
5599,6.8,Prime.Video,1
5600,6,Prime.Video,1
5601,7.6,Prime.Video,1
5602,7.2,Prime.Video,1
5603,7.1,Prime.Video,1
5604,7.6,Prime.Video,1
5605,7.4,Prime.Video,1
5606,7.1,Prime.Video,1
5607,6.7,Prime.Video,1
5608,7.2,Prime.Video,1
5609,6.6,Prime.Video,1
5610,7,Prime.Video,1
5611,6.8,Prime.Video,1
5612,6.7,Prime.Video,1
5613,7.1,Prime.Video,1
5614,6.9,Prime.Video,1
5615,7,Prime.Video,1
5616,6.9,Prime.Video,1
5617,6.8,Prime.Video,1
5618,7.4,Prime.Video,1
5619,6.8,Prime.Video,1
5620,7.4,Prime.Video,1
5621,7.7,Prime.Video,1
5622,6.7,Prime.Video,1
5623,7.1,Prime.Video,1
5624,7.1,Prime.Video,1
5625,7.1,Prime.Video,1
5626,7.4,Prime.Video,1
5627,6.2,Prime.Video,1
5628,6.1,Prime.Video,1
5629,6.7,Prime.Video,1
5630,7.4,Prime.Video,1
5631,7.4,Prime.Video,1
5632,7.1,Prime.Video,1
5633,6.8,Prime.Video,1
5634,6.9,Prime.Video,1
5635,6.9,Prime.Video,1
5636,7.5,Prime.Video,1
5637,7.1,Prime.Video,1
5638,6.1,Prime.Video,1
5639,6.8,Prime.Video,1
5640,7.1,Prime.Video,1
5641,7.4,Prime.Video,1
5642,7.1,Prime.Video,1
5643,6.6,Prime.Video,1
5644,7.1,Prime.Video,1
5645,5.8,Prime.Video,1
5646,7.6,Prime.Video,1
5647,7.3,Prime.Video,1
5648,7,Prime.Video,1
5649,6.7,Prime.Video,1
5650,6.5,Prime.Video,1
5651,7,Prime.Video,1
5652,7,Prime.Video,1
5653,6.9,Prime.Video,1
5654,7,Prime.Video,1
5655,6.7,Prime.Video,1
5656,7.3,Prime.Video,1
5657,6.4,Prime.Video,1
5658,6.3,Prime.Video,1
5659,6.2,Prime.Video,1
5660,7.2,Prime.Video,1
5661,7.1,Prime.Video,1
5662,6.3,Prime.Video,1
5663,6.6,Prime.Video,1
5664,7.1,Prime.Video,1
5665,7,Prime.Video,1
5666,7.3,Prime.Video,1
5667,6.8,Prime.Video,1
5668,6,Prime.Video,1
5669,8.6,Prime.Video,1
5670,7.1,Prime.Video,1
5671,7.2,Prime.Video,1
5672,6.3,Prime.Video,1
5673,7.2,Prime.Video,1
5674,7.3,Prime.Video,1
5675,6.2,Prime.Video,1
5676,6.4,Prime.Video,1
5677,7,Prime.Video,1
5678,6,Prime.Video,1
5679,7.1,Prime.Video,1
5680,7,Prime.Video,1
5681,5.9,Prime.Video,1
5682,7.1,Prime.Video,1
5683,7.3,Prime.Video,1
5684,6.6,Prime.Video,1
5685,6.7,Prime.Video,1
5686,4.9,Prime.Video,1
5687,6.6,Prime.Video,1
5688,7,Prime.Video,1
5689,6.9,Prime.Video,1
5690,7.1,Prime.Video,1
5691,7,Prime.Video,1
5692,6.9,Prime.Video,1
5693,7.2,Prime.Video,1
5694,6.5,Prime.Video,1
5695,6.3,Prime.Video,1
5696,6.6,Prime.Video,1
5697,7.4,Prime.Video,1
5698,6.1,Prime.Video,1
5699,7.4,Prime.Video,1
5700,7.5,Prime.Video,1
5701,8.1,Prime.Video,1
5702,6.9,Prime.Video,1
5703,5.8,Prime.Video,1
5704,7.3,Prime.Video,1
5705,7.1,Prime.Video,1
5706,5.9,Prime.Video,1
5707,6.1,Prime.Video,1
5708,7,Prime.Video,1
5709,6.8,Prime.Video,1
5710,6.7,Prime.Video,1
5711,7.5,Prime.Video,1
5712,6.3,Prime.Video,1
5713,6.4,Prime.Video,1
5714,7.4,Prime.Video,1
5715,6.6,Prime.Video,1
5716,9.3,Prime.Video,1
5717,7.8,Prime.Video,1
5718,7.6,Prime.Video,1
5719,7,Prime.Video,1
5720,7.4,Prime.Video,1
5721,7.7,Prime.Video,1
5722,7.3,Prime.Video,1
5723,6.7,Prime.Video,1
5724,7.1,Prime.Video,1
5725,6.6,Prime.Video,1
5726,7.5,Prime.Video,1
5727,6.3,Prime.Video,1
5728,7.2,Prime.Video,1
5729,6.5,Prime.Video,1
5730,5.9,Prime.Video,1
5731,6.8,Prime.Video,1
5732,7.2,Prime.Video,1
5733,7.6,Prime.Video,1
5734,7.8,Prime.Video,1
5735,7.2,Prime.Video,1
5736,6.7,Prime.Video,1
5737,6.4,Prime.Video,1
5738,7.4,Prime.Video,1
5739,6.4,Prime.Video,1
5740,7.1,Prime.Video,1
5741,6.6,Prime.Video,1
5742,6.5,Prime.Video,1
5743,6.4,Prime.Video,1
5744,7.4,Prime.Video,1
5745,6.1,Prime.Video,1
5746,6.8,Prime.Video,1
5747,6.6,Prime.Video,1
5748,7.1,Prime.Video,1
5749,6.3,Prime.Video,1
5750,6.5,Prime.Video,1
5751,7.3,Prime.Video,1
5752,7.5,Prime.Video,1
5753,6.7,Prime.Video,1
5754,6.6,Prime.Video,1
5755,6.7,Prime.Video,1
5756,6.7,Prime.Video,1
5757,6.2,Prime.Video,1
5758,7.6,Prime.Video,1
5759,8.7,Prime.Video,1
5760,6.3,Prime.Video,1
5761,6.7,Prime.Video,1
5762,5.6,Prime.Video,1
5763,7.3,Prime.Video,1
5764,7.2,Prime.Video,1
5765,7.9,Prime.Video,1
5766,7.3,Prime.Video,1
5767,5.5,Prime.Video,1
5768,7.3,Prime.Video,1
5769,6.4,Prime.Video,1
5770,7.2,Prime.Video,1
5771,6.2,Prime.Video,1
5772,7.5,Prime.Video,1
5773,6.2,Prime.Video,1
5774,7.2,Prime.Video,1
5775,6.8,Prime.Video,1
5776,6.1,Prime.Video,1
5777,6.2,Prime.Video,1
5778,6.3,Prime.Video,1
5779,6.9,Prime.Video,1
5780,7.5,Prime.Video,1
5781,6.8,Prime.Video,1
5782,6.5,Prime.Video,1
5783,6.9,Prime.Video,1
5784,6.8,Prime.Video,1
5785,6.8,Prime.Video,1
5786,7.5,Prime.Video,1
5787,6.7,Prime.Video,1
5788,7.4,Prime.Video,1
5789,7.2,Prime.Video,1
5790,7.5,Prime.Video,1
5791,5.6,Prime.Video,1
5792,6.4,Prime.Video,1
5793,5.7,Prime.Video,1
5794,5.9,Prime.Video,1
5795,6.3,Prime.Video,1
5796,6.2,Prime.Video,1
5797,7.5,Prime.Video,1
5798,7.2,Prime.Video,1
5799,6.3,Prime.Video,1
5800,7.1,Prime.Video,1
5801,7.2,Prime.Video,1
5802,6.7,Prime.Video,1
5803,7.3,Prime.Video,1
5804,8.6,Prime.Video,1
5805,7.2,Prime.Video,1
5806,7,Prime.Video,1
5807,5.6,Prime.Video,1
5808,7,Prime.Video,1
5809,6.9,Prime.Video,1
5810,7.2,Prime.Video,1
5811,7,Prime.Video,1
5812,7.5,Prime.Video,1
5813,7.2,Prime.Video,1
5814,7.4,Prime.Video,1
5815,6.8,Prime.Video,1
5816,6.4,Prime.Video,1
5817,6.5,Prime.Video,1
5818,6.5,Prime.Video,1
5819,6.9,Prime.Video,1
5820,6.2,Prime.Video,1
5821,6.3,Prime.Video,1
5822,6.8,Prime.Video,1
5823,5.6,Prime.Video,1
5824,7,Prime.Video,1
5825,6.6,Prime.Video,1
5826,6.4,Prime.Video,1
5827,6.8,Prime.Video,1
5828,7.2,Prime.Video,1
5829,7.6,Prime.Video,1
5830,6.6,Prime.Video,1
5831,6.1,Prime.Video,1
5832,6.6,Prime.Video,1
5833,7.3,Prime.Video,1
5834,7.3,Prime.Video,1
5835,6.9,Prime.Video,1
5836,7.2,Prime.Video,1
5837,6.3,Prime.Video,1
5838,7.3,Prime.Video,1
5839,6.5,Prime.Video,1
5840,6.2,Prime.Video,1
5841,7.8,Prime.Video,1
5842,7.1,Prime.Video,1
5843,6.4,Prime.Video,1
5844,7.1,Prime.Video,1
5845,6.9,Prime.Video,1
5846,7.3,Prime.Video,1
5847,6.7,Prime.Video,1
5848,7.9,Prime.Video,1
5849,6.9,Prime.Video,1
5850,7,Prime.Video,1
5851,5.7,Prime.Video,1
5852,6.8,Prime.Video,1
5853,6.2,Prime.Video,1
5854,6,Prime.Video,1
5855,6.5,Prime.Video,1
5856,7,Prime.Video,1
5857,7.3,Prime.Video,1
5858,6.3,Prime.Video,1
5859,7.5,Prime.Video,1
5860,6.2,Prime.Video,1
5861,7.3,Prime.Video,1
5862,6.9,Prime.Video,1
5863,6.5,Prime.Video,1
5864,6.5,Prime.Video,1
5865,6.2,Prime.Video,1
5866,6.2,Prime.Video,1
5867,7.1,Prime.Video,1
5868,6.1,Prime.Video,1
5869,6.6,Prime.Video,1
5870,7.1,Prime.Video,1
5871,6.6,Prime.Video,1
5872,7.2,Prime.Video,1
5873,7.5,Prime.Video,1
5874,6,Prime.Video,1
5875,6.4,Prime.Video,1
5876,6.9,Prime.Video,1
5877,5.9,Prime.Video,1
5878,7.2,Prime.Video,1
5879,6.5,Prime.Video,1
5880,6.8,Prime.Video,1
5881,6.9,Prime.Video,1
5882,7.3,Prime.Video,1
5883,6.9,Prime.Video,1
5884,6.5,Prime.Video,1
5885,7.3,Prime.Video,1
5886,7.7,Prime.Video,1
5887,5.6,Prime.Video,1
5888,7,Prime.Video,1
5889,7.3,Prime.Video,1
5890,5.7,Prime.Video,1
5891,6.6,Prime.Video,1
5892,6.7,Prime.Video,1
5893,6.2,Prime.Video,1
5894,6.8,Prime.Video,1
5895,7.1,Prime.Video,1
5896,5.7,Prime.Video,1
5897,6.7,Prime.Video,1
5898,6.1,Prime.Video,1
5899,7,Prime.Video,1
5900,5.9,Prime.Video,1
5901,6.9,Prime.Video,1
5902,6.4,Prime.Video,1
5903,6.8,Prime.Video,1
5904,5.6,Prime.Video,1
5905,6.7,Prime.Video,1
5906,7,Prime.Video,1
5907,6.6,Prime.Video,1
5908,7.3,Prime.Video,1
5909,6.4,Prime.Video,1
5910,7.3,Prime.Video,1
5911,6.9,Prime.Video,1
5912,7,Prime.Video,1
5913,6.4,Prime.Video,1
5914,6.6,Prime.Video,1
5915,6.3,Prime.Video,1
5916,6.6,Prime.Video,1
5917,7.7,Prime.Video,1
5918,6.5,Prime.Video,1
5919,6.3,Prime.Video,1
5920,7.2,Prime.Video,1
5921,5.6,Prime.Video,1
5922,5,Prime.Video,1
5923,7.4,Prime.Video,1
5924,6.2,Prime.Video,1
5925,6.3,Prime.Video,1
5926,7.7,Prime.Video,1
5927,7.1,Prime.Video,1
5928,5.8,Prime.Video,1
5929,6.6,Prime.Video,1
5930,5.9,Prime.Video,1
5931,6.2,Prime.Video,1
5932,7.3,Prime.Video,1
5933,6.4,Prime.Video,1
5934,7.6,Prime.Video,1
5935,6.4,Prime.Video,1
5936,7.1,Prime.Video,1
5937,6.7,Prime.Video,1
5938,6.6,Prime.Video,1
5939,7.2,Prime.Video,1
5940,6.6,Prime.Video,1
5941,7.2,Prime.Video,1
5942,6.7,Prime.Video,1
5943,5.3,Prime.Video,1
5944,7,Prime.Video,1
5945,7,Prime.Video,1
5946,6.5,Prime.Video,1
5947,7.1,Prime.Video,1
5948,4.6,Prime.Video,1
5949,6.7,Prime.Video,1
5950,6.6,Prime.Video,1
5951,7.4,Prime.Video,1
5952,6.2,Prime.Video,1
5953,7,Prime.Video,1
5954,7.1,Prime.Video,1
5955,7.2,Prime.Video,1
5956,4.7,Prime.Video,1
5957,6.2,Prime.Video,1
5958,5.5,Prime.Video,1
5959,6,Prime.Video,1
5960,7.2,Prime.Video,1
5961,7,Prime.Video,1
5962,7.3,Prime.Video,1
5963,6.7,Prime.Video,1
5964,6.5,Prime.Video,1
5965,7,Prime.Video,1
